grna_id	grna_group	gRNA_type
WTC11_Random_Screen_Crop_6205	chr16:30969488-30969789	enh
WTC11_Random_Screen_Crop_6206	chr16:30969488-30969789	enh
WTC11_Random_Screen_Crop_6207	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6208	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6209	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6210	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6211	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6212	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6213	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6214	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6215	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6216	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6217	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6218	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6219	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6220	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6221	chr16:31021295-31021596	enh
WTC11_Random_Screen_Crop_6222	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6223	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6224	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6225	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6226	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6227	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6228	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6229	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6230	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6231	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6232	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6233	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6234	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6235	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6236	chr16:31053556-31053857	enh
WTC11_Random_Screen_Crop_6237	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6238	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6239	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6240	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6241	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6242	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6243	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6244	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6245	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6246	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6247	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6248	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6249	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6250	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6251	chr16:31105480-31105781	enh
WTC11_Random_Screen_Crop_6252	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6253	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6254	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6255	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6256	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6257	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6258	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6259	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6260	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6261	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6262	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6263	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6264	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6265	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6266	VKORC1_TSS	TSS
WTC11_Random_Screen_Crop_6267	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6268	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6269	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6270	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6271	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6272	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6273	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6274	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6275	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6276	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6277	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6278	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6279	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6280	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6281	chr16:31142216-31142517	enh
WTC11_Random_Screen_Crop_6282	chr16:31145952-31146253	enh
WTC11_Random_Screen_Crop_6283	chr16:31145952-31146253	enh
WTC11_Random_Screen_Crop_6284	chr16:31145952-31146253	enh
WTC11_Random_Screen_Crop_6285	chr16:31145952-31146253	enh
WTC11_Random_Screen_Crop_6286	chr16:31145952-31146253	enh
WTC11_Random_Screen_Crop_6287	chr16:31145952-31146253	enh
WTC11_Random_Screen_Crop_6288	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6289	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6290	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6291	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6292	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6293	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6294	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6295	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6296	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6297	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6298	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6299	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6300	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6301	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6302	chr16:31153565-31153866	enh
WTC11_Random_Screen_Crop_6303	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6304	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6305	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6306	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6307	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6308	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6309	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6310	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6311	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6312	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6313	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6314	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6315	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6316	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6317	chr16:31154991-31155292	enh
WTC11_Random_Screen_Crop_6318	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6319	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6320	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6321	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6322	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6323	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6324	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6325	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6326	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6327	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6328	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6329	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6330	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6331	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6332	FUS_TSS	TSS
WTC11_Random_Screen_Crop_6333	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6334	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6335	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6336	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6337	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6338	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6339	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6340	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6341	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6342	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6343	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6344	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6345	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6346	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6347	PYCARD_TSS	TSS
WTC11_Random_Screen_Crop_6348	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6349	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6350	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6351	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6352	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6353	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6354	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6355	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6356	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6357	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6358	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6359	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6360	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6361	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6362	chr16:31225960-31226261	enh
WTC11_Random_Screen_Crop_6363	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6364	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6365	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6366	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6367	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6368	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6369	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6370	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6371	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6372	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6373	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6374	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6375	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6376	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6377	chr16:31226577-31226878	enh
WTC11_Random_Screen_Crop_6378	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6379	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6380	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6381	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6382	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6383	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6384	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6385	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6386	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6387	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6388	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6389	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6390	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6391	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6392	chr16:31341429-31341730	enh
WTC11_Random_Screen_Crop_6393	chr16:31341619-31341920	enh
WTC11_Random_Screen_Crop_6394	chr16:31341619-31341920	enh
WTC11_Random_Screen_Crop_6395	chr16:31341619-31341920	enh
WTC11_Random_Screen_Crop_6396	chr16:31341619-31341920	enh
WTC11_Random_Screen_Crop_6397	chr16:31341619-31341920	enh
WTC11_Random_Screen_Crop_6398	chr16:31341619-31341920	enh
WTC11_Random_Screen_Crop_6399	chr16:31341619-31341920	enh
WTC11_Random_Screen_Crop_6400	chr16:31341619-31341920	enh
WTC11_Random_Screen_Crop_6401	chr16:31341619-31341920	enh
WTC11_Random_Screen_Crop_6402	chr16:31341619-31341920	enh
WTC11_Random_Screen_Crop_6403	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6404	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6405	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6406	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6407	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6408	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6409	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6410	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6411	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6412	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6413	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6414	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6415	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6416	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6417	chr16:31368202-31368503	enh
WTC11_Random_Screen_Crop_6418	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6419	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6420	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6421	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6422	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6423	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6424	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6425	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6426	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6427	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6428	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6429	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6430	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6431	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6432	chr16:31393924-31394225	enh
WTC11_Random_Screen_Crop_6433	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6434	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6435	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6436	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6437	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6438	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6439	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6440	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6441	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6442	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6443	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6444	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6445	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6446	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6447	chr16:31463088-31463389	enh
WTC11_Random_Screen_Crop_6448	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6449	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6450	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6451	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6452	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6453	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6454	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6455	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6456	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6457	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6458	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6459	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6460	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6461	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6462	chr16:31467013-31467314	enh
WTC11_Random_Screen_Crop_6463	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6464	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6465	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6466	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6467	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6468	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6469	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6470	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6471	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6472	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6473	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6474	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6475	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6476	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6477	chr16:31470616-31470917	enh
WTC11_Random_Screen_Crop_6478	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6479	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6480	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6481	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6482	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6483	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6484	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6485	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6486	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6487	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6488	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6489	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6490	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6491	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6492	chr16:31471002-31471303	enh
WTC11_Random_Screen_Crop_6493	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6494	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6495	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6496	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6497	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6498	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6499	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6500	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6501	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6502	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6503	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6504	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6505	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6506	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6507	chr16:31487326-31487627	enh
WTC11_Random_Screen_Crop_6508	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6509	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6510	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6511	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6512	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6513	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6514	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6515	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6516	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6517	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6518	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6519	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6520	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6521	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6522	chr16:31487917-31488218	enh
WTC11_Random_Screen_Crop_6523	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6524	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6525	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6526	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6527	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6528	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6529	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6530	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6531	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6532	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6533	chr16:31488162-31488463	enh
WTC11_Random_Screen_Crop_6534	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6535	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6536	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6537	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6538	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6539	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6540	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6541	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6542	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6543	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6544	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6545	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6546	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6547	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6548	chr16:31489211-31489512	enh
WTC11_Random_Screen_Crop_6549	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6550	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6551	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6552	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6553	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6554	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6555	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6556	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6557	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6558	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6559	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6560	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6561	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6562	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6563	chr16:31498991-31499292	enh
WTC11_Random_Screen_Crop_6564	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6565	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6566	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6567	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6568	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6569	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6570	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6571	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6572	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6573	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6574	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6575	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6576	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6577	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6578	chr16:31499455-31499756	enh
WTC11_Random_Screen_Crop_6579	chr16:31870720-31871021	enh
WTC11_Random_Screen_Crop_6580	chr16:31870720-31871021	enh
WTC11_Random_Screen_Crop_6581	chr16:31870720-31871021	enh
WTC11_Random_Screen_Crop_6582	chr16:31870720-31871021	enh
WTC11_Random_Screen_Crop_6583	chr16:31870720-31871021	enh
WTC11_Random_Screen_Crop_6584	chr16:31870720-31871021	enh
WTC11_Random_Screen_Crop_6585	chr16:31870720-31871021	enh
WTC11_Random_Screen_Crop_6586	chr16:31870720-31871021	enh
WTC11_Random_Screen_Crop_6587	chr16:31870720-31871021	enh
WTC11_Random_Screen_Crop_6588	chr16:31870720-31871021	enh
WTC11_Random_Screen_Crop_6589	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6590	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6591	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6592	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6593	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6594	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6595	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6596	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6597	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6598	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6599	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6600	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6601	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6602	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6603	chr17:6189593-6189894	enh
WTC11_Random_Screen_Crop_6604	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6605	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6606	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6607	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6608	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6609	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6610	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6611	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6612	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6613	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6614	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6615	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6616	chr17:6339347-6339648	enh
WTC11_Random_Screen_Crop_6617	chr17:6339347-6339648	enh
