response_id	grna_group	target_type
TMEM88	chr17:7536460-7536761	enh
TP53	chr17:7536460-7536761	enh
TRAPPC1	chr17:7536460-7536761	enh
TXNDC17	chr17:7536460-7536761	enh
VAMP2	chr17:7536460-7536761	enh
MED31	chr17:7536460-7536761	enh
MPDU1	chr17:7536460-7536761	enh
NLGN2	chr17:7536460-7536761	enh
PLSCR3	chr17:7536460-7536761	enh
POLR2A	chr17:7536460-7536761	enh
C17orf49	chr17:7536460-7536761	enh
RNASEK	chr17:7536460-7536761	enh
SAT2	chr17:7536460-7536761	enh
CLDN7	chr17:7536460-7536761	enh
EIF5A	chr17:7536460-7536761	enh
ELP5	chr17:7536460-7536761	enh
FAM64A	chr17:7536460-7536761	enh
GABARAP	chr17:7536460-7536761	enh
GPS2	chr17:7536460-7536761	enh
SENP3	chr17:7560305-7560606	enh
EIF4A1	chr17:7560305-7560606	enh
TMEM107	chr17:7560305-7560606	enh
TMEM256	chr17:7560305-7560606	enh
TMEM88	chr17:7560305-7560606	enh
TP53	chr17:7560305-7560606	enh
TRAPPC1	chr17:7560305-7560606	enh
TXNDC17	chr17:7560305-7560606	enh
VAMP2	chr17:7560305-7560606	enh
MED31	chr17:7560305-7560606	enh
MPDU1	chr17:7560305-7560606	enh
NLGN2	chr17:7560305-7560606	enh
PLSCR3	chr17:7560305-7560606	enh
POLR2A	chr17:7560305-7560606	enh
C17orf49	chr17:7560305-7560606	enh
RNASEK	chr17:7560305-7560606	enh
SAT2	chr17:7560305-7560606	enh
CLDN7	chr17:7560305-7560606	enh
EIF5A	chr17:7560305-7560606	enh
ELP5	chr17:7560305-7560606	enh
FAM64A	chr17:7560305-7560606	enh
GABARAP	chr17:7560305-7560606	enh
GPS2	chr17:7560305-7560606	enh
SENP3	chr17:7579896-7580197	enh
EIF4A1	chr17:7579896-7580197	enh
TMEM107	chr17:7579896-7580197	enh
TMEM256	chr17:7579896-7580197	enh
TMEM88	chr17:7579896-7580197	enh
TP53	chr17:7579896-7580197	enh
TRAPPC1	chr17:7579896-7580197	enh
TXNDC17	chr17:7579896-7580197	enh
VAMP2	chr17:7579896-7580197	enh
MED31	chr17:7579896-7580197	enh
MPDU1	chr17:7579896-7580197	enh
NLGN2	chr17:7579896-7580197	enh
PLSCR3	chr17:7579896-7580197	enh
POLR2A	chr17:7579896-7580197	enh
C17orf49	chr17:7579896-7580197	enh
RNASEK	chr17:7579896-7580197	enh
SAT2	chr17:7579896-7580197	enh
CLDN7	chr17:7579896-7580197	enh
EIF5A	chr17:7579896-7580197	enh
ELP5	chr17:7579896-7580197	enh
FAM64A	chr17:7579896-7580197	enh
GABARAP	chr17:7579896-7580197	enh
GPS2	chr17:7579896-7580197	enh
SENP3	chr17:7610803-7611104	enh
EIF4A1	chr17:7610803-7611104	enh
TMEM107	chr17:7610803-7611104	enh
TMEM256	chr17:7610803-7611104	enh
TMEM88	chr17:7610803-7611104	enh
TP53	chr17:7610803-7611104	enh
TRAPPC1	chr17:7610803-7611104	enh
TXNDC17	chr17:7610803-7611104	enh
VAMP2	chr17:7610803-7611104	enh
MED31	chr17:7610803-7611104	enh
MPDU1	chr17:7610803-7611104	enh
NLGN2	chr17:7610803-7611104	enh
PLSCR3	chr17:7610803-7611104	enh
POLR2A	chr17:7610803-7611104	enh
C17orf49	chr17:7610803-7611104	enh
RNASEK	chr17:7610803-7611104	enh
SAT2	chr17:7610803-7611104	enh
CLDN7	chr17:7610803-7611104	enh
EIF5A	chr17:7610803-7611104	enh
ELP5	chr17:7610803-7611104	enh
FAM64A	chr17:7610803-7611104	enh
GABARAP	chr17:7610803-7611104	enh
GPS2	chr17:7610803-7611104	enh
SENP3	chr17:7737048-7737349	enh
EIF4A1	chr17:7737048-7737349	enh
TMEM107	chr17:7737048-7737349	enh
TMEM256	chr17:7737048-7737349	enh
TMEM88	chr17:7737048-7737349	enh
TP53	chr17:7737048-7737349	enh
TRAPPC1	chr17:7737048-7737349	enh
TXNDC17	chr17:7737048-7737349	enh
VAMP2	chr17:7737048-7737349	enh
MED31	chr17:7737048-7737349	enh
MPDU1	chr17:7737048-7737349	enh
NLGN2	chr17:7737048-7737349	enh
PLSCR3	chr17:7737048-7737349	enh
POLR2A	chr17:7737048-7737349	enh
C17orf49	chr17:7737048-7737349	enh
RNASEK	chr17:7737048-7737349	enh
SAT2	chr17:7737048-7737349	enh
CLDN7	chr17:7737048-7737349	enh
EIF5A	chr17:7737048-7737349	enh
ELP5	chr17:7737048-7737349	enh
FAM64A	chr17:7737048-7737349	enh
GABARAP	chr17:7737048-7737349	enh
GPS2	chr17:7737048-7737349	enh
SENP3	chr17:7738423-7738724	enh
EIF4A1	chr17:7738423-7738724	enh
TMEM107	chr17:7738423-7738724	enh
TMEM256	chr17:7738423-7738724	enh
TMEM88	chr17:7738423-7738724	enh
TP53	chr17:7738423-7738724	enh
TRAPPC1	chr17:7738423-7738724	enh
TXNDC17	chr17:7738423-7738724	enh
VAMP2	chr17:7738423-7738724	enh
MED31	chr17:7738423-7738724	enh
MPDU1	chr17:7738423-7738724	enh
NLGN2	chr17:7738423-7738724	enh
PLSCR3	chr17:7738423-7738724	enh
POLR2A	chr17:7738423-7738724	enh
C17orf49	chr17:7738423-7738724	enh
RNASEK	chr17:7738423-7738724	enh
SAT2	chr17:7738423-7738724	enh
CLDN7	chr17:7738423-7738724	enh
EIF5A	chr17:7738423-7738724	enh
ELP5	chr17:7738423-7738724	enh
FAM64A	chr17:7738423-7738724	enh
GABARAP	chr17:7738423-7738724	enh
GPS2	chr17:7738423-7738724	enh
SENP3	chr17:7738787-7739088	enh
EIF4A1	chr17:7738787-7739088	enh
TMEM107	chr17:7738787-7739088	enh
TMEM256	chr17:7738787-7739088	enh
TMEM88	chr17:7738787-7739088	enh
TP53	chr17:7738787-7739088	enh
TRAPPC1	chr17:7738787-7739088	enh
TXNDC17	chr17:7738787-7739088	enh
VAMP2	chr17:7738787-7739088	enh
MED31	chr17:7738787-7739088	enh
MPDU1	chr17:7738787-7739088	enh
NLGN2	chr17:7738787-7739088	enh
PLSCR3	chr17:7738787-7739088	enh
POLR2A	chr17:7738787-7739088	enh
C17orf49	chr17:7738787-7739088	enh
RNASEK	chr17:7738787-7739088	enh
SAT2	chr17:7738787-7739088	enh
CLDN7	chr17:7738787-7739088	enh
EIF5A	chr17:7738787-7739088	enh
ELP5	chr17:7738787-7739088	enh
FAM64A	chr17:7738787-7739088	enh
GABARAP	chr17:7738787-7739088	enh
GPS2	chr17:7738787-7739088	enh
SENP3	chr17:7748043-7748344	enh
EIF4A1	chr17:7748043-7748344	enh
TMEM107	chr17:7748043-7748344	enh
TMEM256	chr17:7748043-7748344	enh
TMEM88	chr17:7748043-7748344	enh
TP53	chr17:7748043-7748344	enh
TRAPPC1	chr17:7748043-7748344	enh
TXNDC17	chr17:7748043-7748344	enh
VAMP2	chr17:7748043-7748344	enh
MED31	chr17:7748043-7748344	enh
MPDU1	chr17:7748043-7748344	enh
NLGN2	chr17:7748043-7748344	enh
PLSCR3	chr17:7748043-7748344	enh
POLR2A	chr17:7748043-7748344	enh
C17orf49	chr17:7748043-7748344	enh
RNASEK	chr17:7748043-7748344	enh
SAT2	chr17:7748043-7748344	enh
CLDN7	chr17:7748043-7748344	enh
EIF5A	chr17:7748043-7748344	enh
ELP5	chr17:7748043-7748344	enh
FAM64A	chr17:7748043-7748344	enh
GABARAP	chr17:7748043-7748344	enh
GPS2	chr17:7748043-7748344	enh
SENP3	chr17:7826167-7826468	enh
EIF4A1	chr17:7826167-7826468	enh
TMEM107	chr17:7826167-7826468	enh
TMEM256	chr17:7826167-7826468	enh
TMEM88	chr17:7826167-7826468	enh
TP53	chr17:7826167-7826468	enh
TRAPPC1	chr17:7826167-7826468	enh
TXNDC17	chr17:7826167-7826468	enh
VAMP2	chr17:7826167-7826468	enh
MED31	chr17:7826167-7826468	enh
MPDU1	chr17:7826167-7826468	enh
NLGN2	chr17:7826167-7826468	enh
PLSCR3	chr17:7826167-7826468	enh
POLR2A	chr17:7826167-7826468	enh
C17orf49	chr17:7826167-7826468	enh
RNASEK	chr17:7826167-7826468	enh
SAT2	chr17:7826167-7826468	enh
CLDN7	chr17:7826167-7826468	enh
EIF5A	chr17:7826167-7826468	enh
ELP5	chr17:7826167-7826468	enh
FAM64A	chr17:7826167-7826468	enh
GABARAP	chr17:7826167-7826468	enh
GPS2	chr17:7826167-7826468	enh
SENP3	chr17:7919422-7919723	enh
EIF4A1	chr17:7919422-7919723	enh
TMEM107	chr17:7919422-7919723	enh
TMEM256	chr17:7919422-7919723	enh
TMEM88	chr17:7919422-7919723	enh
TP53	chr17:7919422-7919723	enh
TRAPPC1	chr17:7919422-7919723	enh
TXNDC17	chr17:7919422-7919723	enh
VAMP2	chr17:7919422-7919723	enh
MED31	chr17:7919422-7919723	enh
MPDU1	chr17:7919422-7919723	enh
NLGN2	chr17:7919422-7919723	enh
PLSCR3	chr17:7919422-7919723	enh
POLR2A	chr17:7919422-7919723	enh
C17orf49	chr17:7919422-7919723	enh
RNASEK	chr17:7919422-7919723	enh
SAT2	chr17:7919422-7919723	enh
CLDN7	chr17:7919422-7919723	enh
EIF5A	chr17:7919422-7919723	enh
ELP5	chr17:7919422-7919723	enh
FAM64A	chr17:7919422-7919723	enh
GABARAP	chr17:7919422-7919723	enh
GPS2	chr17:7919422-7919723	enh
SENP3	chr17:7920035-7920336	enh
EIF4A1	chr17:7920035-7920336	enh
TMEM107	chr17:7920035-7920336	enh
TMEM256	chr17:7920035-7920336	enh
TMEM88	chr17:7920035-7920336	enh
TP53	chr17:7920035-7920336	enh
TRAPPC1	chr17:7920035-7920336	enh
TXNDC17	chr17:7920035-7920336	enh
VAMP2	chr17:7920035-7920336	enh
MED31	chr17:7920035-7920336	enh
MPDU1	chr17:7920035-7920336	enh
NLGN2	chr17:7920035-7920336	enh
PLSCR3	chr17:7920035-7920336	enh
POLR2A	chr17:7920035-7920336	enh
C17orf49	chr17:7920035-7920336	enh
RNASEK	chr17:7920035-7920336	enh
SAT2	chr17:7920035-7920336	enh
CLDN7	chr17:7920035-7920336	enh
EIF5A	chr17:7920035-7920336	enh
ELP5	chr17:7920035-7920336	enh
FAM64A	chr17:7920035-7920336	enh
GABARAP	chr17:7920035-7920336	enh
GPS2	chr17:7920035-7920336	enh
SENP3	chr17:7942658-7942959	enh
EIF4A1	chr17:7942658-7942959	enh
TMEM107	chr17:7942658-7942959	enh
TMEM256	chr17:7942658-7942959	enh
TMEM88	chr17:7942658-7942959	enh
TP53	chr17:7942658-7942959	enh
TRAPPC1	chr17:7942658-7942959	enh
TXNDC17	chr17:7942658-7942959	enh
VAMP2	chr17:7942658-7942959	enh
MED31	chr17:7942658-7942959	enh
MPDU1	chr17:7942658-7942959	enh
NLGN2	chr17:7942658-7942959	enh
PLSCR3	chr17:7942658-7942959	enh
POLR2A	chr17:7942658-7942959	enh
C17orf49	chr17:7942658-7942959	enh
RNASEK	chr17:7942658-7942959	enh
SAT2	chr17:7942658-7942959	enh
CLDN7	chr17:7942658-7942959	enh
EIF5A	chr17:7942658-7942959	enh
ELP5	chr17:7942658-7942959	enh
FAM64A	chr17:7942658-7942959	enh
GABARAP	chr17:7942658-7942959	enh
GPS2	chr17:7942658-7942959	enh
SENP3	chr17:7967130-7967431	enh
EIF4A1	chr17:7967130-7967431	enh
TMEM107	chr17:7967130-7967431	enh
TMEM256	chr17:7967130-7967431	enh
TMEM88	chr17:7967130-7967431	enh
TP53	chr17:7967130-7967431	enh
TRAPPC1	chr17:7967130-7967431	enh
TXNDC17	chr17:7967130-7967431	enh
VAMP2	chr17:7967130-7967431	enh
MED31	chr17:7967130-7967431	enh
MPDU1	chr17:7967130-7967431	enh
NLGN2	chr17:7967130-7967431	enh
PLSCR3	chr17:7967130-7967431	enh
POLR2A	chr17:7967130-7967431	enh
C17orf49	chr17:7967130-7967431	enh
RNASEK	chr17:7967130-7967431	enh
SAT2	chr17:7967130-7967431	enh
CLDN7	chr17:7967130-7967431	enh
EIF5A	chr17:7967130-7967431	enh
ELP5	chr17:7967130-7967431	enh
FAM64A	chr17:7967130-7967431	enh
GABARAP	chr17:7967130-7967431	enh
GPS2	chr17:7967130-7967431	enh
SENP3	chr17:7982544-7982845	enh
EIF4A1	chr17:7982544-7982845	enh
TMEM107	chr17:7982544-7982845	enh
TMEM256	chr17:7982544-7982845	enh
TMEM88	chr17:7982544-7982845	enh
TP53	chr17:7982544-7982845	enh
TRAPPC1	chr17:7982544-7982845	enh
TXNDC17	chr17:7982544-7982845	enh
VAMP2	chr17:7982544-7982845	enh
MED31	chr17:7982544-7982845	enh
MPDU1	chr17:7982544-7982845	enh
NLGN2	chr17:7982544-7982845	enh
PLSCR3	chr17:7982544-7982845	enh
POLR2A	chr17:7982544-7982845	enh
C17orf49	chr17:7982544-7982845	enh
RNASEK	chr17:7982544-7982845	enh
SAT2	chr17:7982544-7982845	enh
CLDN7	chr17:7982544-7982845	enh
EIF5A	chr17:7982544-7982845	enh
ELP5	chr17:7982544-7982845	enh
FAM64A	chr17:7982544-7982845	enh
GABARAP	chr17:7982544-7982845	enh
GPS2	chr17:7982544-7982845	enh
SENP3	chr17:7983272-7983573	enh
EIF4A1	chr17:7983272-7983573	enh
TMEM107	chr17:7983272-7983573	enh
TMEM256	chr17:7983272-7983573	enh
TMEM88	chr17:7983272-7983573	enh
TP53	chr17:7983272-7983573	enh
TRAPPC1	chr17:7983272-7983573	enh
TXNDC17	chr17:7983272-7983573	enh
VAMP2	chr17:7983272-7983573	enh
MED31	chr17:7983272-7983573	enh
MPDU1	chr17:7983272-7983573	enh
NLGN2	chr17:7983272-7983573	enh
PLSCR3	chr17:7983272-7983573	enh
POLR2A	chr17:7983272-7983573	enh
C17orf49	chr17:7983272-7983573	enh
RNASEK	chr17:7983272-7983573	enh
SAT2	chr17:7983272-7983573	enh
CLDN7	chr17:7983272-7983573	enh
EIF5A	chr17:7983272-7983573	enh
ELP5	chr17:7983272-7983573	enh
FAM64A	chr17:7983272-7983573	enh
GABARAP	chr17:7983272-7983573	enh
GPS2	chr17:7983272-7983573	enh
SENP3	chr17:7997191-7997492	enh
EIF4A1	chr17:7997191-7997492	enh
TMEM107	chr17:7997191-7997492	enh
TMEM256	chr17:7997191-7997492	enh
TMEM88	chr17:7997191-7997492	enh
TP53	chr17:7997191-7997492	enh
TRAPPC1	chr17:7997191-7997492	enh
TXNDC17	chr17:7997191-7997492	enh
VAMP2	chr17:7997191-7997492	enh
MED31	chr17:7997191-7997492	enh
MPDU1	chr17:7997191-7997492	enh
NLGN2	chr17:7997191-7997492	enh
PLSCR3	chr17:7997191-7997492	enh
POLR2A	chr17:7997191-7997492	enh
C17orf49	chr17:7997191-7997492	enh
RNASEK	chr17:7997191-7997492	enh
SAT2	chr17:7997191-7997492	enh
CLDN7	chr17:7997191-7997492	enh
EIF5A	chr17:7997191-7997492	enh
ELP5	chr17:7997191-7997492	enh
FAM64A	chr17:7997191-7997492	enh
GABARAP	chr17:7997191-7997492	enh
GPS2	chr17:7997191-7997492	enh
SENP3	chr17:8022928-8023229	enh
EIF4A1	chr17:8022928-8023229	enh
TMEM107	chr17:8022928-8023229	enh
TMEM256	chr17:8022928-8023229	enh
TMEM88	chr17:8022928-8023229	enh
TP53	chr17:8022928-8023229	enh
TRAPPC1	chr17:8022928-8023229	enh
TXNDC17	chr17:8022928-8023229	enh
VAMP2	chr17:8022928-8023229	enh
MED31	chr17:8022928-8023229	enh
MPDU1	chr17:8022928-8023229	enh
NLGN2	chr17:8022928-8023229	enh
PLSCR3	chr17:8022928-8023229	enh
POLR2A	chr17:8022928-8023229	enh
C17orf49	chr17:8022928-8023229	enh
RNASEK	chr17:8022928-8023229	enh
SAT2	chr17:8022928-8023229	enh
CLDN7	chr17:8022928-8023229	enh
EIF5A	chr17:8022928-8023229	enh
ELP5	chr17:8022928-8023229	enh
FAM64A	chr17:8022928-8023229	enh
GABARAP	chr17:8022928-8023229	enh
GPS2	chr17:8022928-8023229	enh
SENP3	chr17:8026810-8027111	enh
EIF4A1	chr17:8026810-8027111	enh
TMEM107	chr17:8026810-8027111	enh
TMEM256	chr17:8026810-8027111	enh
TMEM88	chr17:8026810-8027111	enh
TP53	chr17:8026810-8027111	enh
TRAPPC1	chr17:8026810-8027111	enh
TXNDC17	chr17:8026810-8027111	enh
VAMP2	chr17:8026810-8027111	enh
MED31	chr17:8026810-8027111	enh
MPDU1	chr17:8026810-8027111	enh
NLGN2	chr17:8026810-8027111	enh
PLSCR3	chr17:8026810-8027111	enh
POLR2A	chr17:8026810-8027111	enh
C17orf49	chr17:8026810-8027111	enh
RNASEK	chr17:8026810-8027111	enh
SAT2	chr17:8026810-8027111	enh
CLDN7	chr17:8026810-8027111	enh
EIF5A	chr17:8026810-8027111	enh
ELP5	chr17:8026810-8027111	enh
FAM64A	chr17:8026810-8027111	enh
GABARAP	chr17:8026810-8027111	enh
GPS2	chr17:8026810-8027111	enh
SENP3	chr17:8028902-8029203	enh
EIF4A1	chr17:8028902-8029203	enh
TMEM107	chr17:8028902-8029203	enh
TMEM256	chr17:8028902-8029203	enh
TMEM88	chr17:8028902-8029203	enh
TP53	chr17:8028902-8029203	enh
TRAPPC1	chr17:8028902-8029203	enh
TXNDC17	chr17:8028902-8029203	enh
VAMP2	chr17:8028902-8029203	enh
MED31	chr17:8028902-8029203	enh
MPDU1	chr17:8028902-8029203	enh
NLGN2	chr17:8028902-8029203	enh
PLSCR3	chr17:8028902-8029203	enh
POLR2A	chr17:8028902-8029203	enh
C17orf49	chr17:8028902-8029203	enh
RNASEK	chr17:8028902-8029203	enh
SAT2	chr17:8028902-8029203	enh
CLDN7	chr17:8028902-8029203	enh
EIF5A	chr17:8028902-8029203	enh
ELP5	chr17:8028902-8029203	enh
FAM64A	chr17:8028902-8029203	enh
GABARAP	chr17:8028902-8029203	enh
GPS2	chr17:8028902-8029203	enh
SENP3	chr17:8036757-8037058	enh
EIF4A1	chr17:8036757-8037058	enh
TMEM107	chr17:8036757-8037058	enh
TMEM256	chr17:8036757-8037058	enh
TMEM88	chr17:8036757-8037058	enh
TP53	chr17:8036757-8037058	enh
TRAPPC1	chr17:8036757-8037058	enh
TXNDC17	chr17:8036757-8037058	enh
VAMP2	chr17:8036757-8037058	enh
MED31	chr17:8036757-8037058	enh
MPDU1	chr17:8036757-8037058	enh
NLGN2	chr17:8036757-8037058	enh
PLSCR3	chr17:8036757-8037058	enh
POLR2A	chr17:8036757-8037058	enh
C17orf49	chr17:8036757-8037058	enh
RNASEK	chr17:8036757-8037058	enh
SAT2	chr17:8036757-8037058	enh
CLDN7	chr17:8036757-8037058	enh
EIF5A	chr17:8036757-8037058	enh
ELP5	chr17:8036757-8037058	enh
FAM64A	chr17:8036757-8037058	enh
GABARAP	chr17:8036757-8037058	enh
GPS2	chr17:8036757-8037058	enh
SENP3	chr17:8059689-8059990	enh
EIF4A1	chr17:8059689-8059990	enh
TMEM107	chr17:8059689-8059990	enh
TMEM256	chr17:8059689-8059990	enh
TMEM88	chr17:8059689-8059990	enh
TP53	chr17:8059689-8059990	enh
TRAPPC1	chr17:8059689-8059990	enh
TXNDC17	chr17:8059689-8059990	enh
VAMP2	chr17:8059689-8059990	enh
MED31	chr17:8059689-8059990	enh
MPDU1	chr17:8059689-8059990	enh
NLGN2	chr17:8059689-8059990	enh
PLSCR3	chr17:8059689-8059990	enh
POLR2A	chr17:8059689-8059990	enh
C17orf49	chr17:8059689-8059990	enh
RNASEK	chr17:8059689-8059990	enh
SAT2	chr17:8059689-8059990	enh
CLDN7	chr17:8059689-8059990	enh
EIF5A	chr17:8059689-8059990	enh
ELP5	chr17:8059689-8059990	enh
FAM64A	chr17:8059689-8059990	enh
GABARAP	chr17:8059689-8059990	enh
GPS2	chr17:8059689-8059990	enh
SENP3	TMEM107_TSS	TSS
EIF4A1	TMEM107_TSS	TSS
TMEM107	TMEM107_TSS	TSS
TMEM256	TMEM107_TSS	TSS
TMEM88	TMEM107_TSS	TSS
TP53	TMEM107_TSS	TSS
TRAPPC1	TMEM107_TSS	TSS
TXNDC17	TMEM107_TSS	TSS
VAMP2	TMEM107_TSS	TSS
MED31	TMEM107_TSS	TSS
MPDU1	TMEM107_TSS	TSS
NLGN2	TMEM107_TSS	TSS
PLSCR3	TMEM107_TSS	TSS
POLR2A	TMEM107_TSS	TSS
RNASEK	TMEM107_TSS	TSS
SAT2	TMEM107_TSS	TSS
CLDN7	TMEM107_TSS	TSS
EIF5A	TMEM107_TSS	TSS
ELP5	TMEM107_TSS	TSS
GABARAP	TMEM107_TSS	TSS
GPS2	TMEM107_TSS	TSS
UBL5	chr19:10077230-10077531	enh
YIPF2	chr19:10077230-10077531	enh
ZNF121	chr19:10077230-10077531	enh
ZNF414	chr19:10077230-10077531	enh
MRPL4	chr19:10077230-10077531	enh
P2RY11	chr19:10077230-10077531	enh
PPAN	chr19:10077230-10077531	enh
CDC37	chr19:10077230-10077531	enh
EIF3G	chr19:10077230-10077531	enh
FBXL12	chr19:10077230-10077531	enh
FDX2	chr19:10077230-10077531	enh
HNRNPM	chr19:10077230-10077531	enh
UBL5	chr19:10172667-10172968	enh
YIPF2	chr19:10172667-10172968	enh
ZNF121	chr19:10172667-10172968	enh
ZNF414	chr19:10172667-10172968	enh
MRPL4	chr19:10172667-10172968	enh
P2RY11	chr19:10172667-10172968	enh
PPAN	chr19:10172667-10172968	enh
CDC37	chr19:10172667-10172968	enh
EIF3G	chr19:10172667-10172968	enh
FBXL12	chr19:10172667-10172968	enh
FDX2	chr19:10172667-10172968	enh
HNRNPM	chr19:10172667-10172968	enh
UBL5	PPAN_TSS	TSS
YIPF2	PPAN_TSS	TSS
ZNF121	PPAN_TSS	TSS
ZNF414	PPAN_TSS	TSS
MRPL4	PPAN_TSS	TSS
P2RY11	PPAN_TSS	TSS
PPAN	PPAN_TSS	TSS
CDC37	PPAN_TSS	TSS
EIF3G	PPAN_TSS	TSS
FBXL12	PPAN_TSS	TSS
FDX2	PPAN_TSS	TSS
HNRNPM	PPAN_TSS	TSS
UBL5	chr19:10223721-10224022	enh
YIPF2	chr19:10223721-10224022	enh
ZNF121	chr19:10223721-10224022	enh
ZNF414	chr19:10223721-10224022	enh
MRPL4	chr19:10223721-10224022	enh
P2RY11	chr19:10223721-10224022	enh
PPAN	chr19:10223721-10224022	enh
CDC37	chr19:10223721-10224022	enh
EIF3G	chr19:10223721-10224022	enh
FBXL12	chr19:10223721-10224022	enh
FDX2	chr19:10223721-10224022	enh
HNRNPM	chr19:10223721-10224022	enh
UBL5	chr19:10341286-10341587	enh
YIPF2	chr19:10341286-10341587	enh
ZNF121	chr19:10341286-10341587	enh
ZNF414	chr19:10341286-10341587	enh
MRPL4	chr19:10341286-10341587	enh
P2RY11	chr19:10341286-10341587	enh
PPAN	chr19:10341286-10341587	enh
CDC37	chr19:10341286-10341587	enh
EIF3G	chr19:10341286-10341587	enh
FBXL12	chr19:10341286-10341587	enh
FDX2	chr19:10341286-10341587	enh
HNRNPM	chr19:10341286-10341587	enh
UBL5	chr19:10360812-10361113	enh
YIPF2	chr19:10360812-10361113	enh
ZNF121	chr19:10360812-10361113	enh
ZNF414	chr19:10360812-10361113	enh
MRPL4	chr19:10360812-10361113	enh
P2RY11	chr19:10360812-10361113	enh
PPAN	chr19:10360812-10361113	enh
CDC37	chr19:10360812-10361113	enh
EIF3G	chr19:10360812-10361113	enh
FBXL12	chr19:10360812-10361113	enh
FDX2	chr19:10360812-10361113	enh
HNRNPM	chr19:10360812-10361113	enh
UBL5	chr19:10399916-10400217	enh
YIPF2	chr19:10399916-10400217	enh
ZNF121	chr19:10399916-10400217	enh
ZNF414	chr19:10399916-10400217	enh
MRPL4	chr19:10399916-10400217	enh
P2RY11	chr19:10399916-10400217	enh
PPAN	chr19:10399916-10400217	enh
CDC37	chr19:10399916-10400217	enh
EIF3G	chr19:10399916-10400217	enh
FBXL12	chr19:10399916-10400217	enh
FDX2	chr19:10399916-10400217	enh
HNRNPM	chr19:10399916-10400217	enh
UBL5	chr19:10401237-10401538	enh
YIPF2	chr19:10401237-10401538	enh
ZNF121	chr19:10401237-10401538	enh
ZNF414	chr19:10401237-10401538	enh
MRPL4	chr19:10401237-10401538	enh
P2RY11	chr19:10401237-10401538	enh
PPAN	chr19:10401237-10401538	enh
CDC37	chr19:10401237-10401538	enh
EIF3G	chr19:10401237-10401538	enh
FBXL12	chr19:10401237-10401538	enh
FDX2	chr19:10401237-10401538	enh
HNRNPM	chr19:10401237-10401538	enh
UBL5	chr19:10402949-10403250	enh
YIPF2	chr19:10402949-10403250	enh
ZNF121	chr19:10402949-10403250	enh
ZNF414	chr19:10402949-10403250	enh
MRPL4	chr19:10402949-10403250	enh
P2RY11	chr19:10402949-10403250	enh
PPAN	chr19:10402949-10403250	enh
CDC37	chr19:10402949-10403250	enh
EIF3G	chr19:10402949-10403250	enh
FBXL12	chr19:10402949-10403250	enh
FDX2	chr19:10402949-10403250	enh
HNRNPM	chr19:10402949-10403250	enh
UBL5	chr19:10445536-10445837	enh
YIPF2	chr19:10445536-10445837	enh
ZNF121	chr19:10445536-10445837	enh
ZNF414	chr19:10445536-10445837	enh
MRPL4	chr19:10445536-10445837	enh
P2RY11	chr19:10445536-10445837	enh
PPAN	chr19:10445536-10445837	enh
CDC37	chr19:10445536-10445837	enh
EIF3G	chr19:10445536-10445837	enh
FBXL12	chr19:10445536-10445837	enh
FDX2	chr19:10445536-10445837	enh
UBL5	chr19:10446355-10446656	enh
YIPF2	chr19:10446355-10446656	enh
ZNF121	chr19:10446355-10446656	enh
ZNF414	chr19:10446355-10446656	enh
MRPL4	chr19:10446355-10446656	enh
P2RY11	chr19:10446355-10446656	enh
PPAN	chr19:10446355-10446656	enh
CDC37	chr19:10446355-10446656	enh
EIF3G	chr19:10446355-10446656	enh
FBXL12	chr19:10446355-10446656	enh
FDX2	chr19:10446355-10446656	enh
UBL5	chr19:10462962-10463263	enh
YIPF2	chr19:10462962-10463263	enh
ZNF121	chr19:10462962-10463263	enh
ZNF414	chr19:10462962-10463263	enh
MRPL4	chr19:10462962-10463263	enh
P2RY11	chr19:10462962-10463263	enh
PPAN	chr19:10462962-10463263	enh
CDC37	chr19:10462962-10463263	enh
EIF3G	chr19:10462962-10463263	enh
FBXL12	chr19:10462962-10463263	enh
FDX2	chr19:10462962-10463263	enh
UBL5	chr19:10463303-10463604	enh
YIPF2	chr19:10463303-10463604	enh
ZNF121	chr19:10463303-10463604	enh
ZNF414	chr19:10463303-10463604	enh
MRPL4	chr19:10463303-10463604	enh
P2RY11	chr19:10463303-10463604	enh
PPAN	chr19:10463303-10463604	enh
CDC37	chr19:10463303-10463604	enh
EIF3G	chr19:10463303-10463604	enh
FBXL12	chr19:10463303-10463604	enh
FDX2	chr19:10463303-10463604	enh
UBL5	chr19:10501390-10501691	enh
YIPF2	chr19:10501390-10501691	enh
ZNF121	chr19:10501390-10501691	enh
ZNF414	chr19:10501390-10501691	enh
MRPL4	chr19:10501390-10501691	enh
P2RY11	chr19:10501390-10501691	enh
PPAN	chr19:10501390-10501691	enh
CDC37	chr19:10501390-10501691	enh
EIF3G	chr19:10501390-10501691	enh
FBXL12	chr19:10501390-10501691	enh
FDX2	chr19:10501390-10501691	enh
UBL5	CDC37_TSS	TSS
YIPF2	CDC37_TSS	TSS
ZNF121	CDC37_TSS	TSS
MRPL4	CDC37_TSS	TSS
P2RY11	CDC37_TSS	TSS
PPAN	CDC37_TSS	TSS
CDC37	CDC37_TSS	TSS
EIF3G	CDC37_TSS	TSS
FBXL12	CDC37_TSS	TSS
FDX2	CDC37_TSS	TSS
UBL5	chr19:10529012-10529313	enh
